key,en,ja,ko,zh_Hans,ru,pt_BR,de,es,es_MX,fr,pl,tr
<!MissingKey:311:📦 Cargo Expand IV>,📦 Cargo Expand IV,📦 貨物拡張 IV,📦 화물칸 확장 IV,📦 货舱扩展 IV,📦 Расширение трюма IV,📦 Expansão de Carga IV,📦 Frachterweiterung IV,📦 Expansión de Carga IV,📦 Expansión de Carga IV,📦 Extension de Cargaison IV,📦 Rozszerzenie Ładowni IV,📦 Kargo Genişletme IV
<!MissingKey:312:Core block damage x3>,Core block damage x3,コアブロックダメージ×3,코어 블록 데미지 ×3,核心方块伤害×3,Урон по ядру ×3,Dano ao núcleo ×3,Kernschaden ×3,Daño a bloque de núcleo x3,Daño a bloque de núcleo x3,Dégâts bloc noyau x3,Obrażenia bloku rdzenia x3,Çekirdek blok hasarı x3
<!MissingKey:313:Drone damage +5>,Drone damage +5,ドローンダメージ +5,드론 데미지 +5,无人机伤害 +5,Урон дрона +5,Dano do drone +5,Drohnenschaden +5,Daño de dron +5,Daño de dron +5,Dégâts drone +5,Obrażenia drona +5,Drone hasarı +5
CORE_COND_PLANET_NO,✘ Planet 100% destroyed,✘ 惑星破壊率100%,✘ 행성 파괴률 100%,✘ 行星破坏率100%,✘ Планета уничтожена 100%,✘ Planeta 100% destruído,✘ Planet 100% zerstört,✘ Planeta 100% destruido,✘ Planeta 100% destruido,✘ Planète détruite à 100%,✘ Planeta zniszczona w 100%,✘ Gezegen %100 yıkıldı
<!MissingKey:315:Instant resource collect>,"Instant resource collect
No pickup needed","資源即時取得
破片回収不要","자원 즉시 획득
파편 수집 불필요","资源立即获取
无需拾取碎片","Мгновенный сбор ресурсов
Без подбора","Coleta instantânea
Sem necessidade de pegar","Sofortige Sammlung
Kein Aufheben nötig","Recogida instantánea
Sin necesidad de recoger","Recolección instantánea
Sin necesidad de recoger","Collecte instantanée
Pas besoin de ramasser","Natychmiastowe zbieranie
Bez potrzeby podnoszenia","Anında kaynak toplama
Toplama gerekmez"
<!MissingKey:316:📊 Stats>,📊 Stats,📊 統計,📊 통계,📊 统计,📊 Статистика,📊 Estatísticas,📊 Statistik,📊 Estadísticas,📊 Estadísticas,📊 Statistiques,📊 Statystyki,📊 İstatistikler
<!MissingKey:317:⚔ Damage Boost IV>,⚔ Damage Boost IV,⚔ ダメージブースト IV,⚔ 데미지 증폭 IV,⚔ 伤害增幅 IV,⚔ Усиление урона IV,⚔ Amplificação de Dano IV,⚔ Schadensverstärkung IV,⚔ Potenciador de Daño IV,⚔ Potenciador de Daño IV,⚔ Boost de Dégâts IV,⚔ Wzmocnienie Obrażeń IV,⚔ Hasar Güçlendirme IV
<!MissingKey:318:Fuel +2s>,Fuel +2s,燃料 +2秒,연료 +2초,燃料 +2秒,Топливо +2с,Combustível +2s,Treibstoff +2s,Combustible +2s,Combustible +2s,Carburant +2s,Paliwo +2s,Yakıt +2s
<!MissingKey:319:⛽ Fuel Tank II>,⛽ Fuel Tank II,⛽ 燃料タンク II,⛽ 연료탱크 II,⛽ 燃料箱 II,⛽ Топливный бак II,⛽ Tanque II,⛽ Kraftstofftank II,⛽ Tanque de Combustible II,⛽ Tanque de Combustible II,⛽ Réservoir II,⛽ Zbiornik Paliwa II,⛽ Yakıt Deposu II
MINIMAP_LEGEND_TITLE,Core Legend,コア色の凡例,코어 색상 범례,核心颜色说明,Легенда ядер,Legenda dos Núcleos,Kernlegende,Leyenda de Núcleos,Leyenda de Núcleos,Légende des Noyaux,Legenda Rdzeni,Çekirdek Açıklaması
<!MissingKey:321:Barrier I>,Barrier I,バリア I,배리어 I,护盾 I,Барьер I,Barreira I,Barriere I,Barrera I,Barrera I,Barrière I,Bariera I,Bariyer I
<!MissingKey:322:⚔ Damage Boost II>,⚔ Damage Boost II,⚔ ダメージブースト II,⚔ 데미지 증폭 II,⚔ 伤害增幅 II,⚔ Усиление урона II,⚔ Amplificação de Dano II,⚔ Schadensverstärkung II,⚔ Potenciador de Daño II,⚔ Potenciador de Daño II,⚔ Boost de Dégâts II,⚔ Wzmocnienie Obrażeń II,⚔ Hasar Güçlendirme II
<!MissingKey:323:💥Breaker>,💥Breaker,💥ブレイカー,💥분쇄기,💥粉碎器,💥Дробитель,💥Quebrador,💥Brecher,💥Rompe,💥Rompe,💥Briseur,💥Łamacz,💥Kırıcı
<!MissingKey:324:⛽ Fuel Tank IV>,⛽ Fuel Tank IV,⛽ 燃料タンク IV,⛽ 연료탱크 IV,⛽ 燃料箱 IV,⛽ Топливный бак IV,⛽ Tanque IV,⛽ Kraftstofftank IV,⛽ Tanque de Combustible IV,⛽ Tanque de Combustible IV,⛽ Réservoir IV,⛽ Zbiornik Paliwa IV,⛽ Yakıt Deposu IV
MENU_START,Start,スタート,시작,开始,Старт,Iniciar,Start,Iniciar,Comenzar,Démarrer,Start,Başla
<!MissingKey:326:⚡ Chain Jump Enhance>,⚡ Chain Jump Enhance,⚡ チェインジャンプ強化,⚡ 체인 점프 강화,⚡ 链式跳跃强化,⚡ Усиление прыжка цепи,⚡ Salto em Cadeia,⚡ Kettensprung-Verstärkung,⚡ Mejora de Cadena,⚡ Mejora de Cadena,⚡ Amélioration de Chaîne,⚡ Ulepszenie Łańcucha,⚡ Zincir Atlama Geliştirme
<!MissingKey:327:Resource gain +20>,Resource gain +20,資源獲得 +20,자원 획득 +20,资源获取 +20,Ресурсы +20,Recursos +20,Ressourcen +20,Recurso +20,Recurso +20,Ressource +20,Zasoby +20,Kaynak +20
<!MissingKey:328:A small planet in a corner of space.>,"A small planet in a corner of space.
You were living there quietly.","宇宙の片隅にある小さな惑星。
あなたはそこで静かに暮らしていた。","우주 한쪽 구석의 작은 행성.
당신은 그곳에서 조용히 살고 있었다.","宇宙一角的小行星。
你曾在那里安静地生活。","Маленькая планета в уголке космоса.
Вы тихо жили там.","Um pequeno planeta no canto do espaço.
Você vivia lá tranquilamente.","Ein kleiner Planet in einer Ecke des Alls.
Du lebtest dort still.","Un pequeño planeta en un rincón del espacio.
Vivías allí en silencio.","Un pequeño planeta en un rincón del espacio.
Vivías allí en silencio.","Une petite planète dans un coin de l'espace.
Vous y viviez tranquillement.","Mała planeta w zakątku kosmosu.
Żyłeś tam w spokoju.","Uzayın bir köşesinde küçük bir gezegen.
Orada sessizce yaşıyordunuz."
<!MissingKey:329:Chain propagates 2 stages>,Chain propagates 2 stages,連鎖2段階伝播,연쇄 2단계 전파,连锁2阶段传播,Цепь распространяется 2 этапа,Cadeia propaga 2 estágios,Kette breitet sich 2 Stufen aus,La cadena se propaga 2 fases,La cadena se propaga 2 fases,La chaîne se propage sur 2 étapes,Łańcuch propaguje się 2 etapy,Zincir 2 aşama yayılır
TUT_MOVE_HINT,Fly around!,飛び回ろう！,자유롭게 날아보세요!,自由飞行！,Летайте!,Voe por aí!,Herumfliegen!,¡Vuela por ahí!,¡Vuela por ahí!,Volez partout !,Lataj dookoła!,Etrafta uç!
<!MissingKey:331:🛡 Emergency Return II>,🛡 Emergency Return II,🛡 緊急帰還 II,🛡 비상 귀환 II,🛡 紧急返回 II,🛡 Аварийный возврат II,🛡 Retorno de Emergência II,🛡 Notfallrückkehr II,🛡 Retorno de Emergencia II,🛡 Retorno de Emergencia II,🛡 Retour d'Urgence II,🛡 Powrót Awaryjny II,🛡 Acil Dönüş II
<!MissingKey:332:⚡ Fuel Efficiency>,⚡ Fuel Efficiency,⚡ 燃料効率,⚡ 연료 효율,⚡ 燃料效率,⚡ Экономия топлива,⚡ Eficiência de Combustível,⚡ Treibstoffeffizienz,⚡ Eficiencia de Combustible,⚡ Eficiencia de Combustible,⚡ Efficacité de Carburant,⚡ Efektywność Paliwa,⚡ Yakıt Verimliliği
<!MissingKey:333:🌍 Free Planet>,🌍 Free Planet,🌍 フリー惑星,🌍 자유 행성,🌍 自由行星,🌍 Свободная планета,🌍 Planeta Livre,🌍 Freier Planet,🌍 Planeta Libre,🌍 Planeta Libre,🌍 Planète Libre,🌍 Wolna Planeta,🌍 Serbest Gezegen
STAT_OVERDRIVE,Overdrive,オーバードライブ,오버드라이브,超载,Овердрайв,Sobrecarga,Überladung,Sobremarcha,Sobremarcha,Surcharge,Doładowanie,Aşırı Güç
<!MissingKey:335:💢Overdrive>,💢Overdrive,💢オーバードライブ,💢오버드라이브,💢超载,💢Овердрайв,💢Sobrecarga,💢Überladung,💢Sobremarcha,💢Sobremarcha,💢Surcharge,💢Doładowanie,💢Aşırı Güç
<!MissingKey:336:💫 Safety Device>,💫 Safety Device,💫 安全装置,💫 안전 장치,💫 安全装置,💫 Предохранитель,💫 Dispositivo de Segurança,💫 Sicherheitsvorrichtung,💫 Dispositivo de Seguridad,💫 Dispositivo de Seguridad,💫 Dispositif de Sécurité,💫 Urządzenie Bezpieczeństwa,💫 Güvenlik Cihazı
EPILOGUE_THANKS,Congratulations! You destroyed the entire planet.,おめでとうございます！惑星を完全に破壊しました。,축하합니다! 행성을 완전히 파괴했습니다.,恭喜！你已完全摧毁了行星。,Поздравляем! Вы полностью уничтожили планету.,Parabéns! Você destruiu o planeta inteiro.,Glückwunsch! Du hast den gesamten Planeten zerstört.,¡Felicidades! Has destruido el planeta entero.,¡Felicidades! Has destruido el planeta entero.,Félicitations ! Vous avez entièrement détruit la planète.,Gratulacje! Zniszczyłeś całą planetę.,Tebrikler! Gezegeni tamamen yok ettiniz.
<!MissingKey:338:💰 Resource Boost III>,💰 Resource Boost III,💰 資源ブースト III,💰 자원 증폭 III,💰 资源增幅 III,💰 Усиление ресурсов III,💰 Amplificação de Recursos III,💰 Ressourcenverstärkung III,💰 Potenciador de Recursos III,💰 Potenciador de Recursos III,💰 Boost de Ressources III,💰 Wzmocnienie Zasobów III,💰 Kaynak Güçlendirme III
CORES_FMT,%d Cores,%d コア,%d 코어,%d 核心,%d ядер,%d núcleos,%d Kerne,%d Núcleos,%d Núcleos,%d Noyaux,%d Rdzeni,%d Çekirdek
<!MissingKey:340:💰 Gold Block Value>,💰 Gold Block Value,💰 ゴールドブロック価値,💰 금블록 가치,💰 金方块价值,💰 Ценность золотого блока,💰 Valor do Bloco Dourado,💰 Goldblockwert,💰 Valor del Bloque Dorado,💰 Valor del Bloque Dorado,💰 Valeur du Bloc Doré,💰 Wartość Złotego Bloku,💰 Altın Blok Değeri
<!MissingKey:341:20% chance damage x3>,20% chance damage x3,20%確率ダメージ×3,20% 확률 데미지 ×3,20%概率伤害×3,20% шанс урон ×3,20% chance dano ×3,20% Chance Schaden ×3,20% de probabilidad de daño x3,20% de probabilidad de daño x3,20% de chance de dégâts x3,20% szans na obrażenia x3,x3 hasar için %20 şans
SETTINGS_MAIN_MENU,🏠 Main Menu,🏠 メインメニュー,🏠 메인 메뉴,🏠 主菜单,🏠 Главное меню,🏠 Menu Principal,🏠 Hauptmenü,🏠 Menú Principal,🏠 Menú Principal,🏠 Menu Principal,🏠 Menu Główne,🏠 Ana Menü
<!MissingKey:343:Drone sync>,"Drone sync
+15% of player damage","ドローン同期
プレイヤー攻撃力の15%追加","드론 동기화
플레이어 공격력의 15% 추가","无人机同步
追加玩家攻击力的15%","Синхронизация дрона
+15% урона игрока","Sincronia do drone
+15% do dano do jogador","Drohnen-Sync
+15% Spielerschaden","Sincronización de dron
+15% del daño del jugador","Sincronización de dron
+15% del daño del jugador","Synchronisation drone
+15% des dégâts du joueur","Synchronizacja drona
+15% obrażeń gracza","Drone senkronizasyonu
Oyuncu hasarının +%15'i"
<!MissingKey:344:🛑 Emergency Brake>,🛑 Emergency Brake,🛑 緊急ブレーキ,🛑 긴급 제동,🛑 紧急制动,🛑 Экстренное торможение,🛑 Freio de Emergência,🛑 Notbremse,🛑 Freno de Emergencia,🛑 Freno de Emergencia,🛑 Freinage d'Urgence,🛑 Hamulec Awaryjny,🛑 Acil Fren
STATS_COUNT_FMT,%s runs,%s回,%s회,%s次,%s раз,%s vezes,%s Mal,%s salidas,%s salidas,%s sorties,%s wypraw,%s çıkış
TIME_HOUR_MIN_FMT,%dh %dm,%d時間%d分,%d시간 %d분,%d小时%d分,%dч %dм,%dh %dm,%dh %dm,%dh %dm,%dh %dm,%dh %dm,%dh %dm,%dh %dm
WPN_CORE_BREAKER,💥 Core Breaker,💥 コアブレイカー,💥 코어 분쇄기,💥 核心粉碎器,💥 Дробитель ядер,💥 Quebrador de Núcleo,💥 Kernbrecher,💥 Rompe Núcleos,💥 Rompe Núcleos,💥 Briseur de Noyau,💥 Łamacz Rdzeni,💥 Çekirdek Kırıcı
<!MissingKey:348:🤖 Drone Overclock>,🤖 Drone Overclock,🤖 ドローンオーバークロック,🤖 드론 오버클럭,🤖 无人机超频,🤖 Разгон дрона,🤖 Overclock do Drone,🤖 Drohnen-Übertaktung,🤖 Sobrecarga de Dron,🤖 Sobrecarga de Dron,🤖 Surcadençage Drone,🤖 Podkręcenie Drona,🤖 Drone Hız Aşırtma
<!MissingKey:349:Barrier +1>,Barrier +1,バリア +1,배리어 +1,护盾 +1,Барьер +1,Barreira +1,Barriere +1,Barrera +1,Barrera +1,Barrière +1,Bariera +1,Bariyer +1
<!MissingKey:350:🤖 Drone Sync>,🤖 Drone Sync,🤖 ドローン同期,🤖 드론 동기화,🤖 无人机同步,🤖 Синхронизация дрона,🤖 Sincronização,🤖 Drohnen-Sync,🤖 Sincronización de Dron,🤖 Sincronización de Dron,🤖 Synchronisation Drone,🤖 Synchronizacja Drona,🤖 Drone Senkronizasyonu
STATS_BEST_DPS,🏆 Best DPS,🏆 最大 DPS,🏆 최대 DPS,🏆 最高 DPS,🏆 Лучший DPS,🏆 Melhor DPS,🏆 Bester DPS,🏆 Mejor DPS,🏆 Mejor DPS,🏆 Meilleur DPS,🏆 Najlepsze DPS,🏆 En İyi DPS
